transition_date,year,month,time_period,person_id,age_group,gender,race,judicial_district,prior_length_of_incarceration,state_code
2017-01-12,2017,1,months_25_60,0004121754,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-16,2017,1,months_25_60,0004675815,<25,MALE,WHITE,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-11,2017,1,months_25_60,0000826148,<25,MALE,WHITE,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-17,2017,1,months_25_60,0001411942,<25,MALE,WHITE,JUDICIAL_DISTRICT_2,6,US_OZ
2017-01-26,2017,1,months_25_60,0005789558,<25,MALE,BLACK,JUDICIAL_DISTRICT_2,12,US_OZ
2017-01-21,2017,1,months_25_60,0001344800,<25,MALE,WHITE,JUDICIAL_DISTRICT_2,12,US_OZ
2017-01-11,2017,1,months_25_60,0003993327,<25,MALE,WHITE,JUDICIAL_DISTRICT_2,12,US_OZ
2017-01-27,2017,1,months_25_60,0002893775,<25,MALE,BLACK,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-27,2017,1,months_25_60,0006695621,<25,MALE,BLACK,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-26,2017,1,months_25_60,0009140988,<25,MALE,WHITE,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-14,2017,1,months_25_60,0000114677,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_2,24,US_OZ
2017-01-02,2017,1,months_25_60,0009713756,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_2,24,US_OZ
2017-01-05,2017,1,months_25_60,0007727239,<25,MALE,WHITE,JUDICIAL_DISTRICT_2,24,US_OZ
2017-01-28,2017,1,months_25_60,0002429430,<25,MALE,WHITE,JUDICIAL_DISTRICT_2,24,US_OZ
2017-01-13,2017,1,months_25_60,0004595797,<25,MALE,BLACK,JUDICIAL_DISTRICT_3,0,US_OZ
2017-01-09,2017,1,months_25_60,0001205835,<25,MALE,BLACK,JUDICIAL_DISTRICT_3,0,US_OZ
2017-01-02,2017,1,months_25_60,0006247702,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_3,0,US_OZ
2017-01-06,2017,1,months_25_60,0007127101,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_3,0,US_OZ
2017-01-24,2017,1,months_25_60,0004876280,<25,MALE,BLACK,JUDICIAL_DISTRICT_3,6,US_OZ
2017-01-28,2017,1,months_25_60,0002187300,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_3,6,US_OZ
2017-01-09,2017,1,months_25_60,0007470713,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_3,6,US_OZ
2017-01-15,2017,1,months_25_60,0004814829,<25,MALE,BLACK,JUDICIAL_DISTRICT_3,12,US_OZ
2017-01-28,2017,1,months_25_60,0009510059,<25,MALE,BLACK,JUDICIAL_DISTRICT_3,12,US_OZ
2017-01-12,2017,1,months_25_60,0004494668,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_3,12,US_OZ
2017-01-02,2017,1,months_25_60,0005410020,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_3,12,US_OZ
2017-01-28,2017,1,months_25_60,0009305327,<25,MALE,WHITE,JUDICIAL_DISTRICT_3,18,US_OZ
2017-01-15,2017,1,months_25_60,0005056172,<25,MALE,WHITE,JUDICIAL_DISTRICT_3,18,US_OZ
2017-01-07,2017,1,months_25_60,0008052047,<25,MALE,BLACK,JUDICIAL_DISTRICT_3,24,US_OZ
2017-01-10,2017,1,months_25_60,0007737190,<25,MALE,BLACK,JUDICIAL_DISTRICT_3,24,US_OZ
2017-01-23,2017,1,months_25_60,0008005573,<25,MALE,WHITE,JUDICIAL_DISTRICT_3,24,US_OZ
2017-01-03,2017,1,months_25_60,0004520279,<25,MALE,BLACK,JUDICIAL_DISTRICT_4,0,US_OZ
2017-01-17,2017,1,months_25_60,0003935390,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_4,0,US_OZ
2017-01-11,2017,1,months_25_60,0004028734,<25,MALE,WHITE,JUDICIAL_DISTRICT_4,0,US_OZ
2017-01-10,2017,1,months_25_60,0007346634,<25,MALE,BLACK,JUDICIAL_DISTRICT_4,6,US_OZ
2017-01-05,2017,1,months_25_60,0007966851,<25,MALE,BLACK,JUDICIAL_DISTRICT_4,6,US_OZ
2017-01-22,2017,1,months_25_60,0000243543,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_4,6,US_OZ
2017-01-19,2017,1,months_25_60,0002249400,<25,MALE,WHITE,JUDICIAL_DISTRICT_4,6,US_OZ
2017-01-05,2017,1,months_25_60,0002490824,<25,MALE,WHITE,JUDICIAL_DISTRICT_4,6,US_OZ
2017-01-04,2017,1,months_25_60,0002463169,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_4,12,US_OZ
2017-01-06,2017,1,months_25_60,0004662412,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_4,12,US_OZ
2017-01-12,2017,1,months_25_60,0003304748,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_4,18,US_OZ
2017-01-13,2017,1,months_25_60,0004236845,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_4,18,US_OZ
2017-01-28,2017,1,months_25_60,0003242813,<25,MALE,WHITE,JUDICIAL_DISTRICT_4,18,US_OZ
2017-01-14,2017,1,months_25_60,0004051505,<25,MALE,BLACK,JUDICIAL_DISTRICT_4,24,US_OZ
2017-01-10,2017,1,months_25_60,0003833986,<25,MALE,BLACK,JUDICIAL_DISTRICT_4,24,US_OZ
2017-01-02,2017,1,months_25_60,0002150422,<25,MALE,BLACK,JUDICIAL_DISTRICT_5,0,US_OZ
2017-01-19,2017,1,months_25_60,0001703410,<25,MALE,BLACK,JUDICIAL_DISTRICT_5,0,US_OZ
2017-01-10,2017,1,months_25_60,0000994216,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_5,0,US_OZ
2017-01-17,2017,1,months_25_60,0004213019,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_5,0,US_OZ
2017-01-11,2017,1,months_25_60,0004014437,<25,MALE,WHITE,JUDICIAL_DISTRICT_5,0,US_OZ
2017-01-06,2017,1,months_25_60,0007371076,<25,MALE,WHITE,JUDICIAL_DISTRICT_5,0,US_OZ
2017-01-08,2017,1,months_25_60,0000615992,<25,MALE,BLACK,JUDICIAL_DISTRICT_5,6,US_OZ
2017-01-24,2017,1,months_25_60,0008072373,<25,MALE,BLACK,JUDICIAL_DISTRICT_5,6,US_OZ
2017-01-23,2017,1,months_25_60,0001176385,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_5,6,US_OZ
2017-01-16,2017,1,months_25_60,0005451245,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_5,6,US_OZ
2017-01-06,2017,1,months_25_60,0001705614,<25,MALE,WHITE,JUDICIAL_DISTRICT_5,6,US_OZ
2017-01-16,2017,1,months_25_60,0000206841,<25,MALE,BLACK,JUDICIAL_DISTRICT_5,12,US_OZ
2017-01-05,2017,1,months_25_60,0000177245,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_5,12,US_OZ
2017-01-05,2017,1,months_25_60,0009398687,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_5,12,US_OZ
2017-01-01,2017,1,months_25_60,0007914970,<25,MALE,WHITE,JUDICIAL_DISTRICT_5,12,US_OZ
2017-01-12,2017,1,months_25_60,0009759608,<25,MALE,BLACK,JUDICIAL_DISTRICT_5,18,US_OZ
2017-01-14,2017,1,months_25_60,0006965070,<25,MALE,BLACK,JUDICIAL_DISTRICT_5,24,US_OZ
2017-01-28,2017,1,months_25_60,0005966225,<25,MALE,BLACK,JUDICIAL_DISTRICT_5,24,US_OZ
2017-01-19,2017,1,months_25_60,0009533806,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_5,24,US_OZ
2017-01-17,2017,1,months_25_60,0003902969,<25,MALE,HISPANIC,JUDICIAL_DISTRICT_5,24,US_OZ
2017-01-20,2017,1,months_25_60,0000326256,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_1,0,US_OZ
2017-01-03,2017,1,months_25_60,0000277057,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_1,0,US_OZ
2017-01-18,2017,1,months_25_60,0009166433,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_1,6,US_OZ
2017-01-23,2017,1,months_25_60,0002061500,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_1,6,US_OZ
2017-01-18,2017,1,months_25_60,0007706761,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_1,6,US_OZ
2017-01-22,2017,1,months_25_60,0008035710,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_1,12,US_OZ
2017-01-24,2017,1,months_25_60,0008030732,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_1,12,US_OZ
2017-01-24,2017,1,months_25_60,0004806699,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_1,12,US_OZ
2017-01-02,2017,1,months_25_60,0006110877,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_1,12,US_OZ
2017-01-14,2017,1,months_25_60,0001657314,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_1,12,US_OZ
2017-01-25,2017,1,months_25_60,0009656996,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_1,18,US_OZ
2017-01-05,2017,1,months_25_60,0002148970,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_1,18,US_OZ
2017-01-12,2017,1,months_25_60,0002329448,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_1,24,US_OZ
2017-01-03,2017,1,months_25_60,0001981070,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_1,24,US_OZ
2017-01-25,2017,1,months_25_60,0001227502,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_1,24,US_OZ
2017-01-19,2017,1,months_25_60,0005117881,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-09,2017,1,months_25_60,0006247027,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-14,2017,1,months_25_60,0003811059,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-13,2017,1,months_25_60,0002256574,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-11,2017,1,months_25_60,0004863584,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-22,2017,1,months_25_60,0002205454,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_2,6,US_OZ
2017-01-20,2017,1,months_25_60,0006040281,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_2,6,US_OZ
2017-01-24,2017,1,months_25_60,0003560825,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_2,6,US_OZ
2017-01-28,2017,1,months_25_60,0003182623,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_2,6,US_OZ
2017-01-23,2017,1,months_25_60,0006561622,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_2,6,US_OZ
2017-01-07,2017,1,months_25_60,0001013833,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_2,12,US_OZ
2017-01-27,2017,1,months_25_60,0008012321,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_2,12,US_OZ
2017-01-05,2017,1,months_25_60,0009000034,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_2,12,US_OZ
2017-01-14,2017,1,months_25_60,0009746405,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-10,2017,1,months_25_60,0007595297,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-12,2017,1,months_25_60,0002054380,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-15,2017,1,months_25_60,0007329872,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-16,2017,1,months_25_60,0002998998,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_2,24,US_OZ
2017-01-04,2017,1,months_25_60,0008849776,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_2,24,US_OZ
2017-01-16,2017,1,months_25_60,0000264382,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_3,0,US_OZ
2017-01-05,2017,1,months_25_60,0001815242,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_3,0,US_OZ
2017-01-21,2017,1,months_25_60,0009001520,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_3,0,US_OZ
2017-01-25,2017,1,months_25_60,0008112926,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_3,6,US_OZ
2017-01-24,2017,1,months_25_60,0002569218,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_3,6,US_OZ
2017-01-17,2017,1,months_25_60,0000640767,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_3,6,US_OZ
2017-01-26,2017,1,months_25_60,0001703914,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_3,6,US_OZ
2017-01-11,2017,1,months_25_60,0000554642,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_3,12,US_OZ
2017-01-09,2017,1,months_25_60,0009657723,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_3,18,US_OZ
2017-01-17,2017,1,months_25_60,0003047950,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_3,18,US_OZ
2017-01-17,2017,1,months_25_60,0003340338,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_3,18,US_OZ
2017-01-27,2017,1,months_25_60,0002690421,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_3,18,US_OZ
2017-01-11,2017,1,months_25_60,0000656745,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_3,18,US_OZ
2017-01-26,2017,1,months_25_60,0009510057,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_3,24,US_OZ
2017-01-18,2017,1,months_25_60,0004512884,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_3,24,US_OZ
2017-01-22,2017,1,months_25_60,0008082138,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_3,24,US_OZ
2017-01-05,2017,1,months_25_60,0002127871,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_4,0,US_OZ
2017-01-11,2017,1,months_25_60,0001629441,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_4,6,US_OZ
2017-01-25,2017,1,months_25_60,0000402049,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_4,6,US_OZ
2017-01-14,2017,1,months_25_60,0001197331,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_4,6,US_OZ
2017-01-15,2017,1,months_25_60,0005415950,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_4,6,US_OZ
2017-01-11,2017,1,months_25_60,0007123018,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_4,12,US_OZ
2017-01-12,2017,1,months_25_60,0009956530,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_4,12,US_OZ
2017-01-12,2017,1,months_25_60,0006062366,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_4,12,US_OZ
2017-01-08,2017,1,months_25_60,0009260094,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_4,12,US_OZ
2017-01-12,2017,1,months_25_60,0008443354,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_4,18,US_OZ
2017-01-24,2017,1,months_25_60,0005368255,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_4,18,US_OZ
2017-01-15,2017,1,months_25_60,0003911173,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_4,18,US_OZ
2017-01-15,2017,1,months_25_60,0009817090,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_4,18,US_OZ
2017-01-03,2017,1,months_25_60,0006153357,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_4,24,US_OZ
2017-01-17,2017,1,months_25_60,0001637614,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_4,24,US_OZ
2017-01-16,2017,1,months_25_60,0001248004,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_4,24,US_OZ
2017-01-25,2017,1,months_25_60,0005167946,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_4,24,US_OZ
2017-01-06,2017,1,months_25_60,0008698118,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_5,0,US_OZ
2017-01-13,2017,1,months_25_60,0009842048,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,0,US_OZ
2017-01-04,2017,1,months_25_60,0009428451,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_5,0,US_OZ
2017-01-08,2017,1,months_25_60,0001848059,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_5,0,US_OZ
2017-01-12,2017,1,months_25_60,0008981553,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,6,US_OZ
2017-01-11,2017,1,months_25_60,0002763722,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_5,6,US_OZ
2017-01-17,2017,1,months_25_60,0005994101,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_5,12,US_OZ
2017-01-05,2017,1,months_25_60,0005628510,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,12,US_OZ
2017-01-12,2017,1,months_25_60,0004898448,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,12,US_OZ
2017-01-21,2017,1,months_25_60,0008344909,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_5,12,US_OZ
2017-01-13,2017,1,months_25_60,0002827183,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_5,18,US_OZ
2017-01-18,2017,1,months_25_60,0008103714,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_5,18,US_OZ
2017-01-18,2017,1,months_25_60,0000247934,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_5,18,US_OZ
2017-01-15,2017,1,months_25_60,0001463429,<25,FEMALE,WHITE,JUDICIAL_DISTRICT_5,18,US_OZ
2017-01-22,2017,1,months_25_60,0001586037,<25,FEMALE,BLACK,JUDICIAL_DISTRICT_5,24,US_OZ
2017-01-27,2017,1,months_25_60,0002289417,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,24,US_OZ
2017-01-06,2017,1,months_25_60,0006186939,<25,FEMALE,HISPANIC,JUDICIAL_DISTRICT_5,24,US_OZ
2017-01-21,2017,1,months_25_60,0005637025,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_1,0,US_OZ
2017-01-06,2017,1,months_25_60,0004070035,25-29,MALE,BLACK,JUDICIAL_DISTRICT_1,6,US_OZ
2017-01-04,2017,1,months_25_60,0008921512,25-29,MALE,BLACK,JUDICIAL_DISTRICT_1,6,US_OZ
2017-01-28,2017,1,months_25_60,0003065295,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_1,6,US_OZ
2017-01-14,2017,1,months_25_60,0009376636,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_1,6,US_OZ
2017-01-23,2017,1,months_25_60,0001911586,25-29,MALE,WHITE,JUDICIAL_DISTRICT_1,6,US_OZ
2017-01-23,2017,1,months_25_60,0000795579,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_1,12,US_OZ
2017-01-10,2017,1,months_25_60,0004556960,25-29,MALE,WHITE,JUDICIAL_DISTRICT_1,12,US_OZ
2017-01-25,2017,1,months_25_60,0002674453,25-29,MALE,BLACK,JUDICIAL_DISTRICT_1,18,US_OZ
2017-01-20,2017,1,months_25_60,0008950246,25-29,MALE,WHITE,JUDICIAL_DISTRICT_1,18,US_OZ
2017-01-13,2017,1,months_25_60,0007470218,25-29,MALE,BLACK,JUDICIAL_DISTRICT_1,24,US_OZ
2017-01-22,2017,1,months_25_60,0001040021,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_1,24,US_OZ
2017-01-01,2017,1,months_25_60,0000462328,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_1,24,US_OZ
2017-01-17,2017,1,months_25_60,0009867130,25-29,MALE,WHITE,JUDICIAL_DISTRICT_1,24,US_OZ
2017-01-28,2017,1,months_25_60,0006107848,25-29,MALE,WHITE,JUDICIAL_DISTRICT_1,24,US_OZ
2017-01-15,2017,1,months_25_60,0002326413,25-29,MALE,BLACK,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-04,2017,1,months_25_60,0006633600,25-29,MALE,BLACK,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-22,2017,1,months_25_60,0006963998,25-29,MALE,WHITE,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-09,2017,1,months_25_60,0007005924,25-29,MALE,WHITE,JUDICIAL_DISTRICT_2,0,US_OZ
2017-01-21,2017,1,months_25_60,0003401838,25-29,MALE,BLACK,JUDICIAL_DISTRICT_2,6,US_OZ
2017-01-23,2017,1,months_25_60,0009887684,25-29,MALE,BLACK,JUDICIAL_DISTRICT_2,6,US_OZ
2017-01-16,2017,1,months_25_60,0009430310,25-29,MALE,WHITE,JUDICIAL_DISTRICT_2,6,US_OZ
2017-01-12,2017,1,months_25_60,0009988127,25-29,MALE,BLACK,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-11,2017,1,months_25_60,0009401881,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-18,2017,1,months_25_60,0000555010,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-20,2017,1,months_25_60,0003396453,25-29,MALE,WHITE,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-24,2017,1,months_25_60,0007098236,25-29,MALE,WHITE,JUDICIAL_DISTRICT_2,18,US_OZ
2017-01-10,2017,1,months_25_60,0008472195,25-29,MALE,BLACK,JUDICIAL_DISTRICT_2,24,US_OZ
2017-01-15,2017,1,months_25_60,0003979328,25-29,MALE,BLACK,JUDICIAL_DISTRICT_2,24,US_OZ
2017-01-05,2017,1,months_25_60,0008971188,25-29,MALE,BLACK,JUDICIAL_DISTRICT_3,0,US_OZ
2017-01-24,2017,1,months_25_60,0009196624,25-29,MALE,BLACK,JUDICIAL_DISTRICT_3,0,US_OZ
2017-01-13,2017,1,months_25_60,0000408338,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_3,0,US_OZ
2017-01-16,2017,1,months_25_60,0004648777,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_3,0,US_OZ
2017-01-01,2017,1,months_25_60,0007367484,25-29,MALE,WHITE,JUDICIAL_DISTRICT_3,6,US_OZ
2017-01-19,2017,1,months_25_60,0003698341,25-29,MALE,WHITE,JUDICIAL_DISTRICT_3,6,US_OZ
2017-01-15,2017,1,months_25_60,0000966724,25-29,MALE,BLACK,JUDICIAL_DISTRICT_3,12,US_OZ
2017-01-04,2017,1,months_25_60,0004563139,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_3,12,US_OZ
2017-01-11,2017,1,months_25_60,0006371680,25-29,MALE,WHITE,JUDICIAL_DISTRICT_3,12,US_OZ
2017-01-19,2017,1,months_25_60,0007791125,25-29,MALE,WHITE,JUDICIAL_DISTRICT_3,12,US_OZ
2017-01-22,2017,1,months_25_60,0008633504,25-29,MALE,BLACK,JUDICIAL_DISTRICT_3,18,US_OZ
2017-01-20,2017,1,months_25_60,0005774721,25-29,MALE,BLACK,JUDICIAL_DISTRICT_3,18,US_OZ
2017-01-20,2017,1,months_25_60,0005900128,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_3,18,US_OZ
2017-01-23,2017,1,months_25_60,0009096327,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_3,18,US_OZ
2017-01-27,2017,1,months_25_60,0005742183,25-29,MALE,BLACK,JUDICIAL_DISTRICT_3,24,US_OZ
2017-01-12,2017,1,months_25_60,0008344184,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_3,24,US_OZ
2017-01-03,2017,1,months_25_60,0003076085,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_3,24,US_OZ
2017-01-10,2017,1,months_25_60,0009084709,25-29,MALE,BLACK,JUDICIAL_DISTRICT_4,0,US_OZ
2017-01-11,2017,1,months_25_60,0008445212,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_4,0,US_OZ
2017-01-27,2017,1,months_25_60,0006806887,25-29,MALE,WHITE,JUDICIAL_DISTRICT_4,0,US_OZ
2017-01-01,2017,1,months_25_60,0001933707,25-29,MALE,BLACK,JUDICIAL_DISTRICT_4,6,US_OZ
2017-01-06,2017,1,months_25_60,0006717593,25-29,MALE,BLACK,JUDICIAL_DISTRICT_4,6,US_OZ
2017-01-07,2017,1,months_25_60,0009495189,25-29,MALE,BLACK,JUDICIAL_DISTRICT_4,12,US_OZ
2017-01-03,2017,1,months_25_60,0005437098,25-29,MALE,WHITE,JUDICIAL_DISTRICT_4,12,US_OZ
2017-01-11,2017,1,months_25_60,0003423678,25-29,MALE,BLACK,JUDICIAL_DISTRICT_4,18,US_OZ
2017-01-16,2017,1,months_25_60,0002830359,25-29,MALE,BLACK,JUDICIAL_DISTRICT_4,18,US_OZ
2017-01-20,2017,1,months_25_60,0004082746,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_4,18,US_OZ
2017-01-14,2017,1,months_25_60,0000592941,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_4,24,US_OZ
2017-01-19,2017,1,months_25_60,0001564626,25-29,MALE,WHITE,JUDICIAL_DISTRICT_4,24,US_OZ
2017-01-05,2017,1,months_25_60,0003609834,25-29,MALE,BLACK,JUDICIAL_DISTRICT_5,0,US_OZ
2017-01-06,2017,1,months_25_60,0003125945,25-29,MALE,HISPANIC,JUDICIAL_DISTRICT_5,0,US_OZ
