state_code,date_in_population,time_period,person_id,age_group,facility,gender,admission_reason,race
US_OZ,2017-01-01,months_25_60,0002878998,30-34,FACILITY_3,MALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0009947186,30-34,FACILITY_3,MALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003345878,30-34,FACILITY_3,MALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0006694854,30-34,FACILITY_3,MALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0007495345,30-34,FACILITY_3,FEMALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0001413526,30-34,FACILITY_3,FEMALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0009790842,30-34,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0006184320,30-34,FACILITY_4,MALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0004937029,30-34,FACILITY_4,MALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003126563,30-34,FACILITY_4,MALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0002381345,30-34,FACILITY_4,FEMALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0008734690,30-34,FACILITY_4,FEMALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0007457023,30-34,FACILITY_5,MALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0008705712,30-34,FACILITY_5,MALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0008157207,30-34,FACILITY_5,MALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0001751820,30-34,FACILITY_5,MALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003468356,30-34,FACILITY_5,FEMALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0009723419,30-34,FACILITY_5,FEMALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0003524696,30-34,FACILITY_5,FEMALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0000793199,30-34,FACILITY_5,FEMALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0006309938,60+,FACILITY_1,FEMALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0003605497,60+,FACILITY_1,FEMALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0001965292,60+,FACILITY_1,FEMALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003950650,60+,FACILITY_1,FEMALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0006742756,60+,FACILITY_1,FEMALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0008784674,60+,FACILITY_2,MALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0000384581,60+,FACILITY_2,MALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003671222,60+,FACILITY_2,MALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0009541352,60+,FACILITY_2,MALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0003478758,60+,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0008563868,60+,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0008057847,60+,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0009138387,60+,FACILITY_3,MALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0003709670,60+,FACILITY_3,FEMALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0001914139,60+,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0009223313,60+,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0007355694,60+,FACILITY_4,MALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0006021214,60+,FACILITY_4,MALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0005208241,60+,FACILITY_4,MALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0000325964,60+,FACILITY_4,FEMALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0000245407,60+,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0004198415,60+,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0000169298,60+,FACILITY_5,MALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0002967314,60+,FACILITY_5,MALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0009778835,60+,FACILITY_5,MALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0005454039,60+,FACILITY_5,FEMALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0001844240,60+,FACILITY_5,FEMALE,NEW_ADMISSION,BLACK
US_OZ,2017-01-01,months_25_60,0008623015,60+,FACILITY_5,FEMALE,NEW_ADMISSION,HISPANIC
US_OZ,2017-01-01,months_25_60,0006779435,60+,FACILITY_5,FEMALE,NEW_ADMISSION,WHITE
US_OZ,2017-01-01,months_25_60,0009470295,<25,FACILITY_1,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0001778402,<25,FACILITY_1,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0000859629,<25,FACILITY_1,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0002393872,<25,FACILITY_1,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0007561363,<25,FACILITY_1,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0004073157,<25,FACILITY_1,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0004668402,<25,FACILITY_1,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0002093936,<25,FACILITY_1,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0002920263,<25,FACILITY_2,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003395182,<25,FACILITY_2,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0004913645,<25,FACILITY_2,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0001940146,<25,FACILITY_3,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0002331773,<25,FACILITY_3,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0006647051,<25,FACILITY_3,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003416701,<25,FACILITY_3,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0007112669,<25,FACILITY_3,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0003588438,<25,FACILITY_3,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0004879598,<25,FACILITY_3,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0000707132,<25,FACILITY_3,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0003568774,<25,FACILITY_4,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0001566336,<25,FACILITY_4,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0000571981,<25,FACILITY_4,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0001879408,<25,FACILITY_4,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0008367932,<25,FACILITY_4,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0009392802,<25,FACILITY_4,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0008529307,<25,FACILITY_4,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0008733331,<25,FACILITY_4,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0002455047,<25,FACILITY_4,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0002040202,<25,FACILITY_4,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0001653089,<25,FACILITY_4,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0005088901,<25,FACILITY_5,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0006167786,<25,FACILITY_5,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0006768470,<25,FACILITY_5,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0009104800,<25,FACILITY_5,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0000154365,<25,FACILITY_5,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0003674489,<25,FACILITY_5,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0005333137,<25,FACILITY_5,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0006271337,<25,FACILITY_5,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0001173598,25-29,FACILITY_1,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0003423272,25-29,FACILITY_1,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0005345105,25-29,FACILITY_1,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0002225171,25-29,FACILITY_1,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0006854539,25-29,FACILITY_1,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0002621881,25-29,FACILITY_2,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0002420740,25-29,FACILITY_2,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0002128807,25-29,FACILITY_2,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0001281898,25-29,FACILITY_2,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0008724908,25-29,FACILITY_2,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0007018209,25-29,FACILITY_2,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0007174793,25-29,FACILITY_2,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0008416997,25-29,FACILITY_2,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0000622156,25-29,FACILITY_3,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0009514346,25-29,FACILITY_3,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0007198998,25-29,FACILITY_3,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003971856,25-29,FACILITY_3,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0008610708,25-29,FACILITY_3,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0006279999,25-29,FACILITY_3,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0004144319,25-29,FACILITY_4,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0009551528,25-29,FACILITY_4,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0000054312,25-29,FACILITY_4,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0001245884,25-29,FACILITY_4,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0007471865,25-29,FACILITY_4,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0001674360,25-29,FACILITY_4,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0004086152,25-29,FACILITY_4,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0003714381,25-29,FACILITY_4,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0003479338,25-29,FACILITY_5,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0001292255,25-29,FACILITY_5,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0000470342,25-29,FACILITY_5,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003168509,30-34,FACILITY_1,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0000703613,30-34,FACILITY_1,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0005544387,30-34,FACILITY_1,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0000471237,30-34,FACILITY_1,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0005836496,30-34,FACILITY_1,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0006166238,30-34,FACILITY_1,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0009076203,30-34,FACILITY_1,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0007635322,30-34,FACILITY_1,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0007209071,30-34,FACILITY_1,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0004267204,30-34,FACILITY_2,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0001233112,30-34,FACILITY_2,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0007579509,30-34,FACILITY_2,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0002683345,30-34,FACILITY_2,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0005095082,30-34,FACILITY_3,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0008492057,30-34,FACILITY_3,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003160807,30-34,FACILITY_3,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0006722798,30-34,FACILITY_3,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0002872881,30-34,FACILITY_3,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0001641651,30-34,FACILITY_3,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0009042357,30-34,FACILITY_3,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0000883564,30-34,FACILITY_4,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0001455503,30-34,FACILITY_4,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0000512405,30-34,FACILITY_4,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0005422186,30-34,FACILITY_4,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0004083258,30-34,FACILITY_4,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0001279464,30-34,FACILITY_4,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0006959336,30-34,FACILITY_4,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0000268269,30-34,FACILITY_4,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0002529804,30-34,FACILITY_4,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0007476714,30-34,FACILITY_5,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0009177613,30-34,FACILITY_5,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0005279468,30-34,FACILITY_5,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0005876705,30-34,FACILITY_5,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0002172295,30-34,FACILITY_5,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003060197,30-34,FACILITY_5,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0005139465,60+,FACILITY_1,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0001719714,60+,FACILITY_1,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0003291351,60+,FACILITY_1,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0006573359,60+,FACILITY_1,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0005316319,60+,FACILITY_1,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0002298800,60+,FACILITY_1,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0001646821,60+,FACILITY_2,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0002949707,60+,FACILITY_2,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0006409834,60+,FACILITY_2,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0007018984,60+,FACILITY_2,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0005252863,60+,FACILITY_2,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0007363989,60+,FACILITY_2,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0009560304,60+,FACILITY_2,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0004751758,60+,FACILITY_3,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0008377223,60+,FACILITY_3,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0006951666,60+,FACILITY_3,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0008774835,60+,FACILITY_3,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0007769979,60+,FACILITY_4,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0006809588,60+,FACILITY_4,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0000162089,60+,FACILITY_4,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0000860193,60+,FACILITY_4,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0002802343,60+,FACILITY_4,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0008814295,60+,FACILITY_4,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0002181951,60+,FACILITY_4,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0001531334,60+,FACILITY_5,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0002413291,60+,FACILITY_5,MALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0006673056,60+,FACILITY_5,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0001268951,60+,FACILITY_5,MALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0001368679,60+,FACILITY_5,MALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0006469654,60+,FACILITY_5,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0003721502,60+,FACILITY_5,FEMALE,REVOCATION,BLACK
US_OZ,2017-01-01,months_25_60,0006870432,60+,FACILITY_5,FEMALE,REVOCATION,HISPANIC
US_OZ,2017-01-01,months_25_60,0008371219,60+,FACILITY_5,FEMALE,REVOCATION,WHITE
US_OZ,2017-01-01,months_25_60,0003114253,<25,FACILITY_1,MALE,TRANSFER,HISPANIC
US_OZ,2017-01-01,months_25_60,0001718823,<25,FACILITY_1,MALE,TRANSFER,HISPANIC
US_OZ,2017-01-01,months_25_60,0001125071,<25,FACILITY_1,MALE,TRANSFER,WHITE
US_OZ,2017-01-01,months_25_60,0008602021,<25,FACILITY_1,MALE,TRANSFER,WHITE
US_OZ,2017-01-01,months_25_60,0000584450,<25,FACILITY_1,FEMALE,TRANSFER,BLACK
US_OZ,2017-01-01,months_25_60,0008265896,<25,FACILITY_1,FEMALE,TRANSFER,HISPANIC
US_OZ,2017-01-01,months_25_60,0007528265,<25,FACILITY_1,FEMALE,TRANSFER,HISPANIC
US_OZ,2017-01-01,months_25_60,0008505506,<25,FACILITY_1,FEMALE,TRANSFER,WHITE
US_OZ,2017-01-01,months_25_60,0004019560,<25,FACILITY_1,FEMALE,TRANSFER,WHITE
US_OZ,2017-01-01,months_25_60,0006402181,<25,FACILITY_2,MALE,TRANSFER,HISPANIC
US_OZ,2017-01-01,months_25_60,0001980374,<25,FACILITY_2,MALE,TRANSFER,HISPANIC
